ID,Name,Sex,AGE_15_20,AGE_20_25,AGE_25_30,AGE_30_35,AGE_35_40,AGE_40_and_above,Height_Below_200,Height_Above_200,Weight_50_75,Weight_75_100,Weight_above_100,Medal
1801,Edwige Lawson-Wade,0,0,0,0,1,0,0,1,0,1,0,0,2
1802,Petko Lazarov,1,0,1,0,0,0,0,1,0,0,1,0,0
1803,Sandra Le Dran,0,0,1,0,0,0,0,1,0,0,1,0,0
1804,Edmond Leclerc,1,0,1,0,0,0,0,1,0,0,1,0,0
1805,"Alfred A. ""Butch"" Lee Porter",1,1,0,0,0,0,0,1,0,0,1,0,0
1806,Lee Byeong-Gu,1,0,1,0,0,0,0,1,0,1,0,0,0
1807,Lee Byeong-Gu,1,0,0,1,0,0,0,1,0,1,0,0,0
1808,Lee Chong-Hui,1,0,0,1,0,0,0,1,0,1,0,0,0
1809,Lee Eon-Ju,0,0,1,0,0,0,0,1,0,1,0,0,0
1810,Lee Hyeong-Suk,0,1,0,0,0,0,0,1,0,1,0,0,2
1811,Lee Hyeong-Suk,0,0,1,0,0,0,0,1,0,1,0,0,0
1812,Lee In-Pyo,1,0,1,0,0,0,0,1,0,1,0,0,0
1813,Lee Jong-Ae,0,0,1,0,0,0,0,1,0,1,0,0,0
1814,Lee Jong-Ae,0,0,1,0,0,0,0,1,0,1,0,0,0
1815,Lee Jong-Ae,0,0,0,1,0,0,0,1,0,1,0,0,0
1816,Lee Jong-Ae,0,0,0,0,1,0,0,1,0,1,0,0,0
1817,Lee Mi-Ja,0,1,0,0,0,0,0,1,0,1,0,0,2
1818,Lee Mi-Seon,0,0,1,0,0,0,0,1,0,1,0,0,0
1819,Lee Mi-Seon,0,0,1,0,0,0,0,1,0,1,0,0,0
1820,Lee Mi-Seon,0,0,0,1,0,0,0,1,0,1,0,0,0
1821,Lee Moon-Kyu,1,0,0,0,1,0,0,1,0,0,1,0,0
1822,Lee Sang-Min,1,0,1,0,0,0,0,1,0,1,0,0,0
1823,Lee Won-U,1,0,0,1,0,0,0,1,0,1,0,0,0
1824,"Johannah Alison ""Jo"" Leedham",0,0,1,0,0,0,0,1,0,0,1,0,0
1825,Leila de Souza Sobral Freitas,0,0,1,0,0,0,0,1,0,0,1,0,2
1826,Leila de Souza Sobral Freitas,0,0,0,1,0,0,0,1,0,0,1,0,0
1827,Martn Dario Leiva,1,0,0,0,1,0,0,0,1,0,0,1,0
1828,Ana Lelas,0,0,0,1,0,0,0,1,0,1,0,0,0
1829,ana Lelas,0,1,0,0,0,0,0,1,0,1,0,0,2
1830,Viktoriya Volodymyrivna Leleka (-Soobtsokova),0,0,1,0,0,0,0,1,0,0,1,0,0
1831,dn Lendvay,1,0,1,0,0,0,0,1,0,0,1,0,0
1832,"Michael Darrell ""Mike"" Lenzly",1,0,0,0,1,0,0,1,0,0,1,0,0
1833,Mara Elena Len Molinet,0,0,1,0,0,0,0,1,0,1,0,0,0
1834,Mara Elena Len Molinet,0,0,0,1,0,0,0,1,0,1,0,0,0
1835,Mara Elena Len Molinet,0,0,0,0,1,0,0,1,0,1,0,0,0
1836,Aleksandra Aleksandrovna Leonova (-Rzhevskaya),0,0,1,0,0,0,0,1,0,1,0,0,1
1837,Florence Lepron,0,0,0,1,0,0,0,1,0,1,0,0,2
1838,Nathalie Lesdema,0,0,0,1,0,0,0,1,0,0,1,0,0
1839,Lisa Deshawn Leslie (-Lockwood),0,0,1,0,0,0,0,1,0,0,1,0,3
1840,Lisa Deshawn Leslie (-Lockwood),0,0,0,1,0,0,0,1,0,0,1,0,3
1841,Lisa Deshawn Leslie (-Lockwood),0,0,0,0,1,0,0,1,0,0,1,0,3
1842,Lisa Deshawn Leslie (-Lockwood),0,0,0,0,0,1,0,1,0,0,1,0,3
1843,Yelena Stepanovna Levchenko,0,0,1,0,0,0,0,1,0,0,1,0,0
1844,Yelena Stepanovna Levchenko,0,0,0,0,1,0,0,1,0,0,1,0,0
1845,Charlotte Lewis,0,1,0,0,0,0,0,1,0,0,1,0,2
1846,Dwight Alexis Lewis Padron,1,0,0,1,0,0,0,1,0,0,1,0,0
1847,Li Chunjiang,1,0,0,1,0,0,0,1,0,0,1,0,0
1848,Li Dongmei,0,0,1,0,0,0,0,1,0,1,0,0,2
1849,Li Dongmei,0,0,0,1,0,0,0,1,0,1,0,0,0
1850,Li Gen,1,0,0,1,0,0,0,1,0,0,0,1,0
1851,Li Muhao,1,0,1,0,0,0,0,0,1,0,0,1,0
1852,Li Nan,1,1,0,0,0,0,0,1,0,0,0,1,0
1853,Li Nan,1,0,1,0,0,0,0,1,0,0,0,1,0
1854,Li Nan,1,0,0,1,0,0,0,1,0,0,0,1,0
1855,Li Nan,1,0,0,0,1,0,0,1,0,0,0,1,0
1856,Li Qun,1,0,0,1,0,0,0,1,0,1,0,0,0
1857,Li Shanshan,0,0,1,0,0,0,0,1,0,1,0,0,0
1858,Li Shanshan,0,0,0,1,0,0,0,1,0,1,0,0,0
1859,Li Xiaoqin,0,0,1,0,0,0,0,1,0,1,0,0,1
1860,Li Xiaoqin,0,0,0,1,0,0,0,1,0,1,0,0,0
1861,Li Xiaoyong,1,0,0,1,0,0,0,1,0,0,1,0,0
1862,Li Xiaoyong,1,0,0,1,0,0,0,1,0,0,1,0,0
1863,Li Xin,0,0,1,0,0,0,0,1,0,1,0,0,2
1864,Li Xin,0,0,0,1,0,0,0,1,0,1,0,0,0
1865,Li Yaguang,1,0,0,1,0,0,0,1,0,0,1,0,0
1866,Li Yaguang,1,0,0,1,0,0,0,1,0,0,1,0,0
1867,Agostino Antonio Li Vecchi,1,0,0,1,0,0,0,0,1,0,1,0,0
1868,Liang Xin,0,0,1,0,0,0,0,1,0,1,0,0,0
1869,Lvia Libiov,0,0,1,0,0,0,0,1,0,0,1,0,0
1870,Jana Lichnerov,0,0,1,0,0,0,0,1,0,0,1,0,0
1871,Nancy Lizabeth Lieberman (-Cline-),0,1,0,0,0,0,0,1,0,1,0,0,2
1872,"William Barner ""Bill"" Lienhard",1,0,1,0,0,0,0,1,0,0,1,0,3
1873,Kari Tapani Liimo,1,1,0,0,0,0,0,1,0,0,1,0,0
1874,Martti Juhani Liimo,1,0,1,0,0,0,0,1,0,0,1,0,0
1875,Tatyana Aleksandrovna Likhtarovich,0,1,0,0,0,0,0,1,0,1,0,0,0
1876,Tatyana Aleksandrovna Likhtarovich,0,0,0,1,0,0,0,1,0,1,0,0,0
1877,Bohdan Stanisaw Likszo,1,0,1,0,0,0,0,1,0,0,0,1,0
1878,Bohdan Stanisaw Likszo,1,0,0,1,0,0,0,1,0,0,0,1,0
1879,Lilian Cristina Lopes Gonalves,0,0,1,0,0,0,0,1,0,1,0,0,1
1880,Augusto Csar Lima Brito,1,0,1,0,0,0,0,0,1,0,0,1,0
1881,Cindy Orqudea Lima Garca,0,0,0,1,0,0,0,1,0,0,1,0,0
1882,Werner Rudolph Linde,1,1,0,0,0,0,0,1,0,0,1,0,0
1883,Raimo Allan Lindholm,1,1,0,0,0,0,0,1,0,0,1,0,0
1884,Raimo Allan Lindholm,1,0,0,0,1,0,0,1,0,0,1,0,0
1885,Ling Guang,0,0,1,0,0,0,0,1,0,1,0,0,0
1886,Joachim Linnemann,1,0,1,0,0,0,0,1,0,0,1,0,0
1887,Jaak Lipso,1,0,1,0,0,0,0,1,0,0,1,0,2
1888,Jaak Lipso,1,0,0,1,0,0,0,1,0,0,1,0,1
1889,Martina Liptkov (-Zitov),0,0,0,1,0,0,0,1,0,1,0,0,0
1890,Istvn Liptay,1,0,1,0,0,0,0,1,0,1,0,0,0
1891,Kevin Lisch,1,0,0,1,0,0,0,1,0,0,1,0,0
1892,Yekaterina Viktorovna Lisina,0,1,0,0,0,0,0,0,1,0,1,0,1
1893,Liu Dan,0,0,1,0,0,0,0,1,0,0,1,0,0
1894,Liu Jianli,1,0,0,1,0,0,0,1,0,0,1,0,0
1895,Liu Jun,0,0,1,0,0,0,0,1,0,1,0,0,2
1896,Liu Jun,0,0,0,1,0,0,0,1,0,1,0,0,0
1897,Liu Qing,0,1,0,0,0,0,0,1,0,0,1,0,1
1898,Liu Qing,0,0,1,0,0,0,0,1,0,0,1,0,0
1899,Liu Qing,0,0,0,1,0,0,0,1,0,0,1,0,2
1900,Liu Wei,1,0,1,0,0,0,0,1,0,0,1,0,0
1901,Liu Wei,1,0,0,1,0,0,0,1,0,0,1,0,0
1902,Liu Wei,1,0,0,0,1,0,0,1,0,0,1,0,0
1903,Liu Yudong,1,0,1,0,0,0,0,1,0,0,0,1,0
1904,Liu Yudong,1,0,0,1,0,0,0,1,0,0,0,1,0
1905,Jos Luis Llorente Gento,1,0,1,0,0,0,0,1,0,0,1,0,0
1906,Jos Luis Llorente Gento,1,0,1,0,0,0,0,1,0,0,1,0,2
1907,Jos Luis Llorente Gento,1,0,0,1,0,0,0,1,0,0,1,0,0
1908,Andrea Lane Lloyd (-Curry),0,0,1,0,0,0,0,1,0,1,0,0,3
1909,Sergio Llull Meli,1,0,1,0,0,0,0,1,0,0,1,0,2
1910,Sergio Llull Meli,1,0,0,1,0,0,0,1,0,0,1,0,1
1911,Marieme Lo,0,0,0,1,0,0,0,1,0,1,0,0,0
1912,Natalie Nana Daunau Lobela,0,0,1,0,0,0,0,1,0,1,0,0,0
1913,Rebecca Rose Lobo (-Rushin),0,0,1,0,0,0,0,1,0,1,0,0,3
1914,Donna Gaye Loffhagen (-Wilkins),0,0,1,0,0,0,0,1,0,0,1,0,0
1915,Donna Gaye Loffhagen (-Wilkins),0,0,0,1,0,0,0,1,0,0,1,0,0
1916,Leroy Jay Loggins,1,0,0,0,1,0,0,1,0,0,1,0,0
1917,Miha Lokar,1,0,1,0,0,0,0,1,0,0,1,0,0
1918,Gianfranco Lombardi,1,1,0,0,0,0,0,1,0,0,1,0,0
1919,Gianfranco Lombardi,1,0,1,0,0,0,0,1,0,0,1,0,0
1920,Gianfranco Lombardi,1,0,0,1,0,0,0,1,0,0,1,0,0
1921,Kreimir Lonar,1,0,1,0,0,0,0,0,1,0,0,1,0
1922,Nikola Lonar,1,0,1,0,0,0,0,1,0,0,1,0,2
1923,"Lucien James ""Luc"" Longley",1,1,0,0,0,0,0,0,1,0,0,1,0
1924,"Lucien James ""Luc"" Longley",1,0,1,0,0,0,0,0,1,0,0,1,0
1925,"Lucien James ""Luc"" Longley",1,0,0,0,1,0,0,0,1,0,0,1,0
1926,Andrey Vyacheslavovich Lopatov,1,0,1,0,0,0,0,0,1,0,1,0,1
1927,Federico Lpez Camacho,1,0,0,1,0,0,0,1,0,0,1,0,0
1928,Federico Lpez Camacho,1,0,0,1,0,0,0,1,0,0,1,0,0
1929,Horacio Rodolfo Lpez Usera,1,0,1,0,0,0,0,1,0,0,1,0,0
1930,Juan Manuel Lpez Iturriaga,1,0,1,0,0,0,0,1,0,0,1,0,0
1931,Juan Manuel Lpez Iturriaga,1,0,1,0,0,0,0,1,0,0,1,0,2
1932,Ral Lpez Molist,1,1,0,0,0,0,0,1,0,0,1,0,0
1933,Ral Lpez Molist,1,0,0,1,0,0,0,1,0,0,1,0,2
1934,Sylvestre Lopis,1,0,1,0,0,0,0,1,0,0,1,0,0
1935,Ilona Lrincz (Winter-),0,0,1,0,0,0,0,1,0,1,0,0,0
1936,Kevin Wesley Love,1,0,1,0,0,0,0,0,1,0,0,1,3
1937,Clyde Edward Lovellette,1,0,1,0,0,0,0,0,1,0,0,1,3
1938,Istvn Lovrics,1,0,1,0,0,0,0,1,0,0,1,0,0
1939,Kyle Lowry,1,0,0,1,0,0,0,1,0,0,1,0,3
1940,Jos Mara Lozano,1,1,0,0,0,0,0,1,0,0,1,0,0
1941,Ewaryst Antoni j,1,0,1,0,0,0,0,1,0,0,1,0,0
1942,Mieczysaw Edwin opatka,1,1,0,0,0,0,0,1,0,0,1,0,0
1943,Mieczysaw Edwin opatka,1,0,1,0,0,0,0,1,0,0,1,0,0
1944,Mieczysaw Edwin opatka,1,0,0,1,0,0,0,1,0,0,1,0,0
1945,Mieczysaw Edwin opatka,1,0,0,0,1,0,0,1,0,0,1,0,0
1946,Lu Jinqing,1,0,1,0,0,0,0,1,0,0,1,0,0
1947,Lu Wen,0,0,0,1,0,0,0,1,0,0,1,0,0
1948,Noangel Luaces Rodrguez,1,0,1,0,0,0,0,0,1,0,1,0,0
1949,Frank John Lubin,1,0,0,1,0,0,0,1,0,0,0,1,3
1950,Adolfo Lubnicki,1,0,0,1,0,0,0,1,0,0,1,0,0
1951,Jerry Ray Lucas,1,1,0,0,0,0,0,0,1,0,0,1,3
1952,Jos Luis Corts,1,0,1,0,0,0,0,1,0,1,0,0,0
1953,Boris Lukik,1,0,1,0,0,0,0,1,0,0,1,0,0
1954,Duan Lukik,1,0,0,1,0,0,0,1,0,0,1,0,0
1955,Mindaugas Lukauskis,1,0,0,1,0,0,0,1,0,0,1,0,0
1956,Darius Lukminas,1,0,0,1,0,0,0,1,0,0,1,0,1
1957,Dragan Lukovski,1,0,1,0,0,0,0,1,0,0,1,0,0
1958,"Raymond George ""Ray"" Lumpp",1,0,1,0,0,0,0,1,0,0,1,0,3
1959,Martina Luptkov,0,0,1,0,0,0,0,1,0,1,0,0,0
1960,Miguel Timteo Pontes Lutonda,1,0,0,1,0,0,0,1,0,0,1,0,0
1961,Miguel Timteo Pontes Lutonda,1,0,0,0,1,0,0,1,0,0,1,0,0
1962,"Clifford Bruce ""Cliff"" Luyk Diem",1,0,0,1,0,0,0,0,1,0,1,0,0
1963,"Clifford Bruce ""Cliff"" Luyk Diem",1,0,0,0,1,0,0,0,1,0,1,0,0
1964,Rafael Freire Luz,1,0,1,0,0,0,0,1,0,0,1,0,0
1965,Ma Chengqing,0,1,0,0,0,0,0,1,0,0,1,0,0
1966,Ma Jian,1,0,1,0,0,0,0,1,0,0,1,0,0
1967,Ma Zengyu,0,0,0,1,0,0,0,1,0,0,1,0,0
1968,Ma Zongqing,0,1,0,0,0,0,0,1,0,1,0,0,0
1969,Mwadi Marie Mabika,0,1,0,0,0,0,0,1,0,1,0,0,0
1970,Todd Carlyle MacCulloch,1,0,1,0,0,0,0,0,1,0,0,1,0
1971,Paulo Jorge M. R. Macedo,1,0,1,0,0,0,0,1,0,0,1,0,0
1972,Rui Machida,0,0,1,0,0,0,0,1,0,1,0,0,0
1973,Arvydas Macijauskas,1,0,1,0,0,0,0,1,0,0,1,0,0
1974,Jonas Maiulis,1,0,1,0,0,0,0,1,0,0,0,1,0
1975,Jonas Maiulis,1,0,0,1,0,0,0,1,0,0,0,1,0
1976,Jonas Maiulis,1,0,0,0,1,0,0,1,0,0,0,1,0
1977,"Samuel ""Sam"" MacKinnon",1,1,0,0,0,0,0,1,0,0,0,1,0
1978,"Samuel ""Sam"" MacKinnon",1,0,1,0,0,0,0,1,0,0,0,1,0
1979,Kathleen MacLeod,0,0,1,0,0,0,0,1,0,1,0,0,1
1980,Milan Mavan,1,0,0,1,0,0,0,0,1,0,0,1,2
1981,John Maddock,1,0,1,0,0,0,0,1,0,0,1,0,0
1982,Ilona Barbara Mdra,0,0,0,0,1,0,0,1,0,1,0,0,0
1983,Walter Matteo Luigi Magnifico,1,0,1,0,0,0,0,0,1,0,1,0,0
1984,James W. H. Maguire,1,0,1,0,0,0,0,1,0,0,1,0,0
1985,Brett Steven Maher,1,0,1,0,0,0,0,1,0,0,1,0,0
1986,Brett Steven Maher,1,0,0,1,0,0,0,1,0,0,1,0,0
1987,Brett Steven Maher,1,0,0,0,1,0,0,1,0,0,1,0,0
1988,Robyn Leigh Maher (Gull-),0,0,1,0,0,0,0,1,0,1,0,0,0
1989,Robyn Leigh Maher (Gull-),0,0,0,1,0,0,0,1,0,1,0,0,0
1990,Robyn Leigh Maher (Gull-),0,0,0,0,0,1,0,1,0,1,0,0,1
1991,Emad El-Din El-Sayed Mahmoud Ali,1,0,1,0,0,0,0,0,1,0,1,0,0
1992,Hamchtou Maga-Ba,0,0,0,1,0,0,0,1,0,1,0,0,0
1993,"Leonardo Andrs ""Leo"" Mainoldi",1,0,0,0,1,0,0,0,1,0,0,1,0
1994,"Daniel Lewis ""Dan"" Majerle",1,0,1,0,0,0,0,1,0,0,1,0,1
1995,Biljana Majstorovi,0,1,0,0,0,0,0,1,0,1,0,0,1
1996,Biljana Majstorovi,0,0,1,0,0,0,0,1,0,1,0,0,0
1997,Petkana Bogdanova Makaveeva,0,0,1,0,0,0,0,1,0,1,0,0,1
1998,Petkana Bogdanova Makaveeva,0,0,0,1,0,0,0,1,0,1,0,0,2
1999,Andrey Gennadyevich Makeyev,1,0,1,0,0,0,0,1,0,0,1,0,1
2000,Calixto Malcon,1,0,1,0,0,0,0,1,0,0,1,0,0
2001,Czesaw Malec,1,0,0,1,0,0,0,1,0,0,1,0,0
2002,Bernt Max Malion,1,0,1,0,0,0,0,0,1,0,1,0,0
2003,Karl Malone,1,0,0,1,0,0,0,0,1,0,0,1,3
2004,Karl Malone,1,0,0,0,1,0,0,0,1,0,0,1,3
2005,Evanthia Maltsi,0,0,1,0,0,0,0,1,0,1,0,0,0
2006,"Jucimara Evangelista ""Mam"" do Nascimento Dantas",0,0,0,1,0,0,0,1,0,0,1,0,0
2007,Yuka Mamiya,0,0,0,1,0,0,0,1,0,1,0,0,0
2008,Sandra Mandir (Popovi-),0,0,0,0,1,0,0,1,0,1,0,0,0
2009,Uolevi Manninen,1,0,0,1,0,0,0,0,1,0,0,1,0
2010,"Daniel Ricardo ""Danny"" Manning",1,0,1,0,0,0,0,0,1,0,0,1,1
2011,Nadir Graciete  de Ftima Manuel,0,0,1,0,0,0,0,1,0,0,1,0,0
2012,Stephon Xavier Marbury,1,0,0,1,0,0,0,1,0,0,1,0,1
2013,Palmira Cristina Maral,0,0,0,0,1,0,0,1,0,0,1,0,0
2014,Marcel Ramon Ponikwar de Souza,1,0,1,0,0,0,0,1,0,0,1,0,0
2015,Marcel Ramon Ponikwar de Souza,1,0,0,1,0,0,0,1,0,0,1,0,0
2016,Marcel Ramon Ponikwar de Souza,1,0,0,0,1,0,0,1,0,0,1,0,0
2017,Marcel Ramon Ponikwar de Souza,1,0,0,0,1,0,0,1,0,0,1,0,0
2018,Davor Marceli,1,0,0,1,0,0,0,1,0,0,1,0,0
2019,Marcelo Vido,1,0,1,0,0,0,0,1,0,0,1,0,0
2020,Marcelo Vido,1,0,1,0,0,0,0,1,0,0,1,0,0
2021,Nataliya Olegovna Marchenko,0,0,0,1,0,0,0,1,0,1,0,0,0
2022,Kstutis Mariulionis,1,0,1,0,0,0,0,1,0,1,0,0,1
2023,Raimondas arnas Mariulionis,1,0,1,0,0,0,0,1,0,0,1,0,3
2024,Raimondas arnas Mariulionis,1,0,0,1,0,0,0,1,0,0,1,0,1
2025,Raimondas arnas Mariulionis,1,0,0,0,1,0,0,1,0,0,1,0,1
2026,Denis Marconato,1,0,1,0,0,0,0,0,1,0,0,1,0
2027,Denis Marconato,1,0,0,1,0,0,0,0,1,0,0,1,2
2028,Ahmed Mohamed Marei,1,0,1,0,0,0,0,1,0,0,1,0,0
2029,Enrique Margall Tauler,1,0,1,0,0,0,0,1,0,0,1,0,0
2030,Enrique Margall Tauler,1,0,0,1,0,0,0,1,0,0,1,0,0
2031,Jos Mara Margall Tauler,1,0,1,0,0,0,0,1,0,0,1,0,0
2032,Jos Mara Margall Tauler,1,0,0,1,0,0,0,1,0,0,1,0,2
2033,Jos Mara Margall Tauler,1,0,0,0,1,0,0,1,0,0,1,0,0
2034,"Jaime L. ""Jimmy"" Mariano",1,0,0,1,0,0,0,1,0,1,0,0,0
2035,"Jaime L. ""Jimmy"" Mariano",1,0,0,1,0,0,0,1,0,1,0,0,0
2036,"Aleksandar ""Aleks"" Mari",1,0,0,1,0,0,0,0,1,0,0,1,0
2037,Angela Daniela Marino,0,1,0,0,0,0,0,1,0,1,0,0,0
2038,Angela Daniela Marino,0,0,1,0,0,0,0,1,0,1,0,0,0
2039,Shawn Dwayne Marion,1,0,0,1,0,0,0,1,0,0,1,0,1
2040,Stefan Markovi,1,0,0,1,0,0,0,1,0,0,1,0,2
2041,Sean Andrew Marks,1,0,1,0,0,0,0,0,1,0,0,1,0
2042,Sean Andrew Marks,1,0,0,1,0,0,0,0,1,0,0,1,0
2043,Zoran Maroevi,1,0,0,1,0,0,0,0,1,0,1,0,2
2044,Milun Marovi,1,0,1,0,0,0,0,0,1,0,1,0,0
2045,Wlamir Marques,1,1,0,0,0,0,0,1,0,0,1,0,0
2046,Wlamir Marques,1,0,1,0,0,0,0,1,0,0,1,0,1
2047,Wlamir Marques,1,0,0,1,0,0,0,1,0,0,1,0,1
2048,Wlamir Marques,1,0,0,0,1,0,0,1,0,0,1,0,0
2049,Alfonso R. Mrquez,1,0,1,0,0,0,0,1,0,0,1,0,0
2050,Alfonso R. Mrquez,1,0,0,1,0,0,0,1,0,0,1,0,0
2051,Generoso Mrquez Saez,1,0,0,1,0,0,0,1,0,1,0,0,0
2052,Walter Mrquez Busto,1,0,0,1,0,0,0,1,0,0,1,0,0
2053,"Marcus ""Marquinhos"" Vinicius Vieira de Sousa",1,0,0,1,0,0,0,0,1,0,0,1,0
2054,"Marcus ""Marquinhos"" Vinicius Vieira de Sousa",1,0,0,0,1,0,0,0,1,0,0,1,0
2055,"Marcos Antnio ""Marquinhos"" Abdalla Leite",1,1,0,0,0,0,0,0,1,0,1,0,0
2056,"Marcos Antnio ""Marquinhos"" Abdalla Leite",1,0,0,1,0,0,0,0,1,0,1,0,0
2057,"Marcos Antnio ""Marquinhos"" Abdalla Leite",1,0,0,0,1,0,0,0,1,0,1,0,0
2058,Gail Annette Marquis,0,0,1,0,0,0,0,1,0,1,0,0,2
2059,Miguel ngel Marriaga Herrera,1,0,0,0,1,0,0,0,1,0,0,1,0
2060,Glenn Maynard Marsland,1,0,1,0,0,0,0,1,0,0,1,0,0
2061,Damian Patrick Martin,1,0,0,0,1,0,0,1,0,0,1,0,0
2062,Fernando Martn Espina,1,0,1,0,0,0,0,0,1,0,0,1,2
2063,Alfonso Martnez Gmez,1,0,1,0,0,0,0,1,0,0,1,0,0
2064,Alfonso Martnez Gmez,1,0,0,0,1,0,0,1,0,0,1,0,0
2065,Juan Antonio Martnez Arroyo,1,0,1,0,0,0,0,1,0,1,0,0,0
2066,Nuria Martnez Prat,0,1,0,0,0,0,0,1,0,1,0,0,0
2067,Nuria Martnez Prat,0,0,1,0,0,0,0,1,0,1,0,0,0
2068,Rosalio Martnez,1,1,0,0,0,0,0,1,0,1,0,0,0
2069,Yamil Martnez Caldern,0,0,1,0,0,0,0,1,0,0,1,0,0
2070,Yamil Martnez Caldern,0,0,1,0,0,0,0,1,0,0,1,0,0
2071,Yamil Martnez Caldern,0,0,0,1,0,0,0,1,0,0,1,0,0
2072,Juan Martos Nomen,1,0,1,0,0,0,0,1,0,0,1,0,0
2073,Pierluigi Marzorati,1,1,0,0,0,0,0,1,0,0,1,0,0
2074,Pierluigi Marzorati,1,0,1,0,0,0,0,1,0,0,1,0,0
2075,Pierluigi Marzorati,1,0,0,1,0,0,0,1,0,0,1,0,2
2076,Pierluigi Marzorati,1,0,0,0,1,0,0,1,0,0,1,0,0
2077,Olga Masilenene,0,0,0,1,0,0,0,1,0,1,0,0,0
2078,Massimo Masini,1,1,0,0,0,0,0,0,1,0,0,1,0
2079,Massimo Masini,1,0,1,0,0,0,0,0,1,0,0,1,0
2080,Massimo Masini,1,0,0,1,0,0,0,0,1,0,0,1,0
2081,Tomas Masiulis,1,0,1,0,0,0,0,0,1,0,0,1,1
2082,Darius Maskolinas,1,0,0,1,0,0,0,1,0,0,1,0,1
2083,Takashi Masuda,1,1,0,0,0,0,0,1,0,1,0,0,0
2084,Takashi Masuda,1,0,1,0,0,0,0,1,0,1,0,0,0
2085,Marcos Daniel Mata,1,0,1,0,0,0,0,1,0,0,0,1,0
2086,Miho Matsuoka,0,0,1,0,0,0,0,1,0,1,0,0,0
2087,Sergio Armando Matto Surez,1,0,1,0,0,0,0,1,0,0,1,0,1
2088,Sergio Armando Matto Surez,1,0,0,1,0,0,0,1,0,0,1,0,1
2089,Sergio Armando Matto Surez,1,0,0,1,0,0,0,1,0,0,1,0,0
2090,Nassiela Cristina  de Oliveira Mauricio,0,0,0,0,1,0,0,1,0,0,1,0,0
2091,Maury Ponikwar de Souza,1,0,0,1,0,0,0,1,0,0,1,0,0
2092,Maury Ponikwar de Souza,1,0,0,1,0,0,0,1,0,0,1,0,0
2093,Andrew Spencer Mavis,1,0,1,0,0,0,0,1,0,0,1,0,0
2094,Scott Glenn May,1,0,1,0,0,0,0,1,0,0,1,0,3
2095,Jorge Maya Dodera,1,1,0,0,0,0,0,1,0,0,1,0,0
2096,Bernard Mayeur,1,0,1,0,0,0,0,1,0,0,1,0,0
2097,Mirna Mazi,0,0,0,1,0,0,0,1,0,0,1,0,0
2098,Mame Maty M'Bengue,0,0,0,0,1,0,0,1,0,0,1,0,0
2099,Moussa M'Bengue,1,0,1,0,0,0,0,1,0,1,0,0,0
2100,Guy M'Bongo,1,1,0,0,0,0,0,1,0,0,1,0,0
2101,Kaninga Mbambi,0,0,1,0,0,0,0,1,0,1,0,0,0
2102,Mukendi Mbuyi,0,0,0,0,0,1,0,1,0,0,1,0,0
2103,Tracie McAra (-Sibbald),0,0,1,0,0,0,0,1,0,1,0,0,0
2104,Frank Reilly McCabe,1,0,1,0,0,0,0,0,1,0,0,1,3
2105,"William ""Bill"" McCadney",1,0,0,1,0,0,0,1,0,0,1,0,0
2106,"William ""Bill"" McCadney",1,0,0,0,1,0,0,1,0,0,1,0,0
2107,"John Paul ""Pete"" McCaffrey",1,0,1,0,0,0,0,1,0,0,1,0,3
2108,Katrina Felicia McClain (-Johnson),0,0,1,0,0,0,0,1,0,1,0,0,3
2109,Katrina Felicia McClain (-Johnson),0,0,0,1,0,0,0,1,0,1,0,0,1
2110,Katrina Felicia McClain (-Johnson),0,0,0,1,0,0,0,1,0,1,0,0,3
2111,"Suzanne Theresa ""Suzie"" McConnell (-Serio)",0,0,1,0,0,0,0,1,0,1,0,0,3
2112,"Suzanne Theresa ""Suzie"" McConnell (-Serio)",0,0,1,0,0,0,0,1,0,1,0,0,1
2113,Jessica McCormack,0,1,0,0,0,0,0,1,0,0,1,0,0
2114,Angel Lajuane McCoughtry,0,0,1,0,0,0,0,1,0,1,0,0,3
2115,Angel Lajuane McCoughtry,0,0,0,1,0,0,0,1,0,1,0,0,3
2116,Nikki Kensengane McCray,0,0,1,0,0,0,0,1,0,1,0,0,3
2117,Nikki Kensengane McCray,0,0,0,1,0,0,0,1,0,1,0,0,3
2118,Antonio Keithflen McDyess,1,0,0,1,0,0,0,0,1,0,0,1,3
2119,Pamela Denise McGee,0,0,1,0,0,0,0,1,0,0,1,0,3
2120,Carla Renee McGhee,0,0,0,1,0,0,0,1,0,1,0,0,3
2121,"Michael George ""Mike"" McKay",1,0,0,1,0,0,0,1,0,0,1,0,0
2122,John Hubert McKibbon,1,0,1,0,0,0,0,1,0,0,1,0,0
2123,"Gordon ""Gordie"" McLeod",1,0,1,0,0,0,0,1,0,1,0,0,0
2124,Kate McMeeken-Ruscoe,0,0,0,1,0,0,0,1,0,1,0,0,0
2125,"Charles Thomas ""Tom"" McMillen",1,1,0,0,0,0,0,0,1,0,1,0,2
2126,Joy McNichol,0,0,0,1,0,0,0,1,0,0,1,0,0
2127,"Daniel ""Danny"" Meagher",1,0,1,0,0,0,0,0,1,0,1,0,0
2128,Judit Medgyesi,0,0,1,0,0,0,0,1,0,1,0,0,0
2129,Michael Alexander Meeks,1,0,0,1,0,0,0,0,1,0,0,1,0
2130,Salah Al-Mejri,1,0,0,1,0,0,0,0,1,0,0,1,0
