ID,Name,Sex,AGE_15_20,AGE_20_25,AGE_25_30,AGE_30_35,AGE_35_40,AGE_40_and_above,Height_Below_200,Height_Above_200,Weight_50_75,Weight_75_100,Weight_above_100,Medal
1200,Diana Vladimirovna Gustilina,0,0,0,1,0,0,0,1,0,1,0,0,1
1201,Juan Pedro Gutirrez Llanas,1,0,1,0,0,0,0,0,1,0,0,1,1
1202,Juan Pedro Gutirrez Llanas,1,0,0,1,0,0,0,0,1,0,0,1,0
1203,Leonardo Martn Gutirrez,1,0,0,1,0,0,0,1,0,0,0,1,3
1204,Leonardo Martn Gutirrez,1,0,0,1,0,0,0,1,0,0,0,1,1
1205,Leonardo Martn Gutirrez,1,0,0,0,1,0,0,1,0,0,0,1,0
1206,Toms Gutirrez Ferrer,1,0,1,0,0,0,0,1,0,0,1,0,0
1207,Toms Gutirrez Ferrer,1,0,0,1,0,0,0,1,0,0,1,0,0
1208,Alejandro Guzmn Arellano,1,0,1,0,0,0,0,1,0,0,1,0,0
1209,Jos Guzmn,1,0,0,1,0,0,0,1,0,1,0,0,0
1210,Chiara Guzzonato,0,0,1,0,0,0,0,1,0,1,0,0,0
1211,Gwak Hyeon-Chae,1,0,1,0,0,0,0,1,0,1,0,0,0
1212,Gwon Eun-Jeong,0,0,1,0,0,0,0,1,0,1,0,0,0
1213,Emanuil Mikhaylov Gyaurov,1,0,1,0,0,0,0,1,0,0,1,0,0
1214,Krasimira Gyurova,0,0,1,0,0,0,0,1,0,1,0,0,1
1215,Ha Ui-Geon,1,0,1,0,0,0,0,1,0,0,1,0,0
1216,Ha Ui-Geon,1,0,1,0,0,0,0,1,0,0,1,0,0
1217,Andrs Han,1,1,0,0,0,0,0,1,0,0,1,0,0
1218,Brendon Alan Hackwill,1,0,1,0,0,0,0,0,1,0,1,0,0
1219,Hamed E. Haddadi,1,0,1,0,0,0,0,0,1,0,0,1,0
1220,Sabit Hadi,1,0,0,1,0,0,0,1,0,0,1,0,1
1221,Mehdi Jamel Labeyrie-Hafsi,1,0,0,0,1,0,0,0,1,0,0,1,0
1222,Mikiko Hagiwara,0,0,0,1,0,0,0,1,0,1,0,0,0
1223,Zuzana Hjkov,0,0,1,0,0,0,0,1,0,1,0,0,0
1224,Jnos Halsz,1,1,0,0,0,0,0,1,0,1,0,0,0
1225,"Burdette Eliele ""Burdie"" Haldorson",1,0,1,0,0,0,0,0,1,0,0,1,3
1226,"Burdette Eliele ""Burdie"" Haldorson",1,0,0,1,0,0,0,0,1,0,0,1,3
1227,Cameron Hall,1,1,0,0,0,0,0,0,1,0,1,0,0
1228,Hideki Hamaguchi,1,1,0,0,0,0,0,1,0,0,0,1,0
1229,Noriko Hamaguchi (-Koiso),0,0,1,0,0,0,0,1,0,0,1,0,0
1230,Noriko Hamaguchi (-Koiso),0,0,0,1,0,0,0,1,0,0,1,0,0
1231,Steffen Ewald Hamann,1,0,0,1,0,0,0,1,0,0,1,0,0
1232,Mohamed Hamdi Osman Ahmed,1,0,1,0,0,0,0,1,0,0,1,0,0
1233,Sherman Richard O'Neil Hamilton,1,0,0,1,0,0,0,1,0,0,1,0,0
1234,"Rebecca Lynn ""Becky"" Hammon",0,0,0,0,1,0,0,1,0,1,0,0,1
1235,"Rebecca Lynn ""Becky"" Hammon",0,0,0,0,1,0,0,1,0,1,0,0,0
1236,Romana Hamzov,0,0,0,0,1,0,0,1,0,1,0,0,0
1237,Han Gi-Beom,1,0,1,0,0,0,0,0,1,0,1,0,0
1238,Han Hyeon-Seon,0,0,1,0,0,0,0,1,0,1,0,0,0
1239,Han Qingling,0,0,0,1,0,0,0,1,0,1,0,0,0
1240,Mohamed El-Gohary Hanafy,1,0,1,0,0,0,0,1,0,0,1,0,0
1241,Chantelle Handy,0,0,1,0,0,0,0,1,0,1,0,0,0
1242,Lars Hansen,1,0,1,0,0,0,0,0,1,0,0,1,0
1243,Alena Hanuov,0,0,1,0,0,0,0,1,0,0,1,0,0
1244,Yuka Harada,0,0,0,1,0,0,0,1,0,1,0,0,0
1245,"Anfernee Deon ""Penny"" Hardaway",1,0,1,0,0,0,0,1,0,0,1,0,3
1246,"Timothy Duane ""Tim"" Hardaway",1,0,0,0,1,0,0,1,0,0,1,0,3
1247,"James Edward Harden, Jr.",1,0,1,0,0,0,0,1,0,0,1,0,3
1248,Lindsey Marcie Harding,0,0,0,0,1,0,0,1,0,1,0,0,0
1249,Juha Anton Kalervo Harjula,1,0,1,0,0,0,0,1,0,1,0,0,0
1250,Jillian Harmon,0,0,1,0,0,0,0,1,0,0,1,0,0
1251,Henning Jan Harnisch,1,0,1,0,0,0,0,0,1,0,1,0,0
1252,"Lusia Mae ""Lucy"" Harris (-Stewart)",0,0,1,0,0,0,0,1,0,0,1,0,2
1253,Kristi Lee Harrower,0,0,1,0,0,0,0,1,0,1,0,0,2
1254,Kristi Lee Harrower,0,0,0,1,0,0,0,1,0,1,0,0,2
1255,Kristi Lee Harrower,0,0,0,0,1,0,0,1,0,1,0,0,2
1256,Kristi Lee Harrower,0,0,0,0,0,1,0,1,0,1,0,0,1
1257,Michala Hartigov,0,1,0,0,0,0,0,1,0,0,1,0,0
1258,Michala Hartigov,0,0,1,0,0,0,0,1,0,0,1,0,0
1259,Keith Chapman Hartley,1,0,1,0,0,0,0,1,0,0,1,0,0
1260,Kimiko Hashimoto,0,0,1,0,0,0,0,1,0,1,0,0,0
1261,Osman Hassan Farid,1,0,1,0,0,0,0,1,0,0,1,0,0
1262,John Alexander Hatch Bluth,1,0,1,0,0,0,0,1,0,0,1,0,0
1263,John Hatch,1,0,1,0,0,0,0,1,0,0,1,0,0
1264,John Hatch,1,0,0,1,0,0,0,1,0,0,1,0,0
1265,"Roberto Jos ""Bobby Joe"" Hatton Negron",1,0,0,1,0,0,0,1,0,0,1,0,0
1266,"Joseph ""Joe"" Hatton Goray",1,1,0,0,0,0,0,1,0,1,0,0,0
1267,"Joseph ""Joe"" Hatton Goray",1,0,1,0,0,0,0,1,0,1,0,0,0
1268,Nobuo Hattori,1,0,1,0,0,0,0,1,0,0,1,0,0
1269,Vlastimil Havlk,1,0,1,0,0,0,0,1,0,0,1,0,0
1270,"Hersey R. Hawkins, Jr.",1,0,1,0,0,0,0,1,0,0,1,0,1
1271,Kazuyo Hayashida,0,0,1,0,0,0,0,1,0,1,0,0,0
1272,Spencer Haywood,1,1,0,0,0,0,0,0,1,0,0,1,3
1273,"Walter Raphael ""Walt"" Hazzard",1,0,1,0,0,0,0,1,0,0,1,0,3
1274,Mohamed Hdidane,1,0,0,1,0,0,0,0,1,0,0,1,0
1275,He Jun,0,0,1,0,0,0,0,1,0,1,0,0,2
1276,He Jun,0,0,0,1,0,0,0,1,0,1,0,0,0
1277,"Patricia Sue ""Pat"" Head (-Summitt)",0,0,1,0,0,0,0,1,0,1,0,0,2
1278,Shane Douglas Heal,1,0,1,0,0,0,0,1,0,0,1,0,0
1279,Shane Douglas Heal,1,0,1,0,0,0,0,1,0,0,1,0,0
1280,Shane Douglas Heal,1,0,0,1,0,0,0,1,0,0,1,0,0
1281,Shane Douglas Heal,1,0,0,0,1,0,0,1,0,0,1,0,0
1282,John Alastair Heard,1,0,1,0,0,0,0,1,0,1,0,0,0
1283,Cariola Hechavarra Garca,0,1,0,0,0,0,0,1,0,1,0,0,0
1284,Cariola Hechavarra Garca,0,0,1,0,0,0,0,1,0,1,0,0,0
1285,Kauko Kalevi Heinnen,1,0,1,0,0,0,0,1,0,0,1,0,0
1286,Romana Hejdov,0,1,0,0,0,0,0,1,0,1,0,0,0
1287,Helen Cristina Santos Luz,0,1,0,0,0,0,0,1,0,1,0,0,0
1288,Helen Cristina Santos Luz,0,0,0,1,0,0,0,1,0,1,0,0,1
1289,Helen Cristina Santos Luz,0,0,0,0,1,0,0,1,0,1,0,0,0
1290,Paul Donald Henare,1,0,1,0,0,0,0,1,0,0,1,0,0
1291,Paul Donald Henare,1,0,1,0,0,0,0,1,0,0,1,0,0
1292,"Thomas Edward ""Tom"" Henderson",1,1,0,0,0,0,0,1,0,0,1,0,2
1293,Michelle Yvonne Hendry (-Carpay),0,0,0,1,0,0,0,1,0,1,0,0,0
1294,Dalia Henry Hernndez,0,0,0,1,0,0,0,1,0,1,0,0,0
1295,Dalia Henry Hernndez,0,0,0,0,1,0,0,1,0,1,0,0,0
1296,Dalia Henry Hernndez,0,0,0,0,1,0,0,1,0,1,0,0,0
1297,"Ludi ""Lea"" Henry (-Manning)",0,0,1,0,0,0,0,1,0,1,0,0,3
1298,Heo Jae,1,0,1,0,0,0,0,1,0,0,1,0,0
1299,Heo Jae,1,0,0,1,0,0,0,1,0,0,1,0,0
1300,Heo Yun-Ja,0,0,1,0,0,0,0,1,0,1,0,0,0
1301,"Gordon ""Gord"" Herbert",1,0,1,0,0,0,0,1,0,0,1,0,0
1302,Rafael Heredia Estrella,1,0,0,1,0,0,0,1,0,0,1,0,0
1303,Rafael Heredia Estrella,1,0,0,0,1,0,0,1,0,0,1,0,0
1304,"Guillermo Gustavo ""Willy"" Hernangmez Geuer",1,0,1,0,0,0,0,0,1,0,0,1,1
1305,Armando Herrera Montoya,1,0,1,0,0,0,0,1,0,1,0,0,0
1306,Armando Herrera Montoya,1,0,0,1,0,0,0,1,0,1,0,0,0
1307,Carl Vctor Herrera Alleyne,1,0,1,0,0,0,0,0,1,0,0,1,0
1308,Csar Herrera,1,0,1,0,0,0,0,1,0,0,1,0,0
1309,Grisel Herrera Mndez,0,0,1,0,0,0,0,1,0,0,1,0,0
1310,Grisel Herrera Mndez,0,0,1,0,0,0,0,1,0,0,1,0,0
1311,Grisel Herrera Mndez,0,0,0,1,0,0,0,1,0,0,1,0,0
1312,Ruperto Herrera Tabio,1,1,0,0,0,0,0,1,0,0,1,0,0
1313,Ruperto Herrera Tabio,1,0,1,0,0,0,0,1,0,0,1,0,1
1314,Ruperto Herrera Tabio,1,0,0,1,0,0,0,1,0,0,1,0,0
1315,Ruperto Herrera Tabio,1,0,0,1,0,0,0,1,0,0,1,0,0
1316,Toms Herrera Martnez,1,0,1,0,0,0,0,1,0,0,1,0,1
1317,Toms Herrera Martnez,1,0,1,0,0,0,0,1,0,0,1,0,0
1318,Toms Herrera Martnez,1,0,0,1,0,0,0,1,0,0,1,0,0
1319,Alberto Herreros Ros,1,0,1,0,0,0,0,1,0,0,1,0,0
1320,Alberto Herreros Ros,1,0,0,0,1,0,0,1,0,0,1,0,0
1321,Walter Herrmann,1,0,1,0,0,0,0,0,1,0,0,1,3
1322,"Geoffrey ""Geoff"" Heskett",1,0,0,1,0,0,0,1,0,0,1,0,0
1323,Rafael Estevo Hettsheimeir,1,0,0,1,0,0,0,0,1,0,0,1,0
1324,Thomas Heurtel,1,0,0,1,0,0,0,1,0,0,1,0,0
1325,Mario Hezonja,1,0,1,0,0,0,0,0,1,0,1,0,0
1326,"Robert John ""Rob"" Hickey",1,0,0,1,0,0,0,0,1,0,0,1,0
1327,Grant Henry Hill,1,0,1,0,0,0,0,0,1,0,0,1,3
1328,"Joanne Kay ""Jo"" Hill",0,0,0,1,0,0,0,1,0,1,0,0,2
1329,Eric Hinrichsen,1,0,1,0,0,0,0,1,0,0,1,0,0
1330,Renta Hirkov,0,0,1,0,0,0,0,1,0,0,1,0,0
1331,Renta Hirkov,0,0,0,1,0,0,0,1,0,0,1,0,0
1332,"Charles Monroe ""Charlie"" Hoag",1,1,0,0,0,0,0,1,0,0,1,0,3
1333,Donna Hobin,0,1,0,0,0,0,0,1,0,1,0,0,0
1334,Valeriy Hryhorovych Hoborov,1,0,1,0,0,0,0,0,1,0,0,1,3
1335,"Lszl ""Les"" Hdi",1,1,0,0,0,0,0,1,0,0,1,0,0
1336,"Lszl ""Les"" Hdi",1,0,0,1,0,0,0,1,0,0,1,0,0
1337,"Jon-Robert ""J. R."" Holden",1,0,0,0,1,0,0,1,0,0,1,0,0
1338,Kuanitra Holingsvorth,0,0,1,0,0,0,0,1,0,0,1,0,0
1339,Hong Hyeon-Hui,0,0,1,0,0,0,0,1,0,1,0,0,0
1340,Hana Horkov-Machov,0,0,1,0,0,0,0,1,0,1,0,0,0
1341,Hana Horkov-Machov,0,0,0,1,0,0,0,1,0,1,0,0,0
1342,Hana Horkov-Machov,0,0,0,0,1,0,0,1,0,1,0,0,0
1343,Yasemin Horasan,0,0,0,1,0,0,0,1,0,0,1,0,0
1344,Hortncia Maria de Ftima Marcari Oliva,0,0,0,0,1,0,0,1,0,1,0,0,0
1345,Hortncia Maria de Ftima Marcari Oliva,0,0,0,0,0,1,0,1,0,1,0,0,2
1346,"Wilmer Frederick ""Bill"" Hosket",1,0,1,0,0,0,0,0,1,0,0,1,3
1347,"William Marion ""Bill"" Hougland",1,0,1,0,0,0,0,1,0,0,1,0,3
1348,"William Marion ""Bill"" Hougland",1,0,0,1,0,0,0,1,0,0,1,0,3
1349,Rolando Hourruitiner Ortz,1,0,0,1,0,0,0,0,1,0,1,0,0
1350,Allan Wade Houston,1,0,0,1,0,0,0,1,0,0,1,0,3
1351,Dwight David Howard,1,0,1,0,0,0,0,0,1,0,0,1,3
1352,Barry Franklin Howson,1,0,1,0,0,0,0,1,0,0,1,0,0
1353,Gustav Hraka,1,0,1,0,0,0,0,1,0,0,1,0,0
1354,Gustav Hraka,1,0,0,1,0,0,0,1,0,0,1,0,0
1355,Hu Weidong,1,0,1,0,0,0,0,1,0,0,1,0,0
1356,Hu Weidong,1,0,1,0,0,0,0,1,0,0,1,0,0
1357,Hu Weidong,1,0,0,1,0,0,0,1,0,0,1,0,0
1358,Hu Xiaotao,0,0,1,0,0,0,0,1,0,1,0,0,0
1359,Hu Zhangbao,1,0,1,0,0,0,0,0,1,0,0,1,0
1360,Huang Hongpin,0,0,0,1,0,0,0,1,0,0,1,0,0
1361,Huang Sijing,0,1,0,0,0,0,0,1,0,0,1,0,0
1362,Huang Yunlong,1,0,1,0,0,0,0,1,0,0,1,0,0
1363,Huang Yunlong,1,0,0,1,0,0,0,1,0,0,1,0,0
1364,"Deborah ""Debbie"" Huband",0,0,0,1,0,0,0,1,0,1,0,0,0
1365,"Phillip Gregory ""Phil"" Hubbard",1,1,0,0,0,0,0,1,0,0,1,0,3
1366,"Marcelo ""Marcelinho"" Tieppo Huertas",1,0,0,1,0,0,0,1,0,0,1,0,0
1367,"Marcelo ""Marcelinho"" Tieppo Huertas",1,0,0,0,1,0,0,1,0,0,1,0,0
1368,Anne Hurley (-McGrath),0,0,1,0,0,0,0,1,0,1,0,0,0
1369,Dagmar Hukov,0,0,0,1,0,0,0,1,0,1,0,0,0
1370,Hyeon Ju-Yeop,1,1,0,0,0,0,0,1,0,0,0,1,0
1371,Serge Jonas Ibaka Ngobila,1,0,1,0,0,0,0,0,1,0,0,1,2
1372,Ekene Chukwu Brian Ibekwe,1,0,0,1,0,0,0,0,1,0,1,0,0
1373,Ekene Chukwu Brian Ibekwe,1,0,0,0,1,0,0,0,1,0,1,0,0
1374,Adel Ibrahim Ismail,1,0,1,0,0,0,0,1,0,0,1,0,0
1375,Aki Ichijo,0,0,0,1,0,0,0,1,0,1,0,0,0
1376,Giulio Iellini,1,0,1,0,0,0,0,1,0,0,1,0,0
1377,Giulio Iellini,1,0,0,1,0,0,0,1,0,0,1,0,0
1378,Andre Tyler Iguodala,1,0,0,1,0,0,0,1,0,0,1,0,3
1379,Aleksander Illi,1,0,1,0,0,0,0,1,0,0,1,0,0
1380,Nikolay Vasilev Ilov,1,0,1,0,0,0,0,1,0,0,1,0,0
1381,Nikolay Vasilev Ilov,1,0,0,1,0,0,0,1,0,0,1,0,0
1382,Kenichi Imaizumi,1,0,1,0,0,0,0,1,0,0,1,0,0
1383,Kenichi Imaizumi,1,0,0,1,0,0,0,1,0,0,1,0,0
1384,Darrall Tucker Imhoff,1,0,1,0,0,0,0,0,1,0,1,0,3
1385,Fred Einer Ingaldson,1,0,0,0,1,0,0,1,0,0,1,0,0
1386,"Joseph Howarth ""Joe"" Ingles",1,1,0,0,0,0,0,0,1,0,1,0,0
1387,"Joseph Howarth ""Joe"" Ingles",1,0,1,0,0,0,0,0,1,0,1,0,0
1388,"Joseph Howarth ""Joe"" Ingles",1,0,0,1,0,0,0,0,1,0,1,0,0
1389,Jess Iradier Nez,1,0,1,0,0,0,0,1,0,0,1,0,0
1390,Kyrie Andrew Irving,1,0,1,0,0,0,0,1,0,0,1,0,3
1391,Isabela Ramona Lyra Macedo,0,0,1,0,0,0,0,1,0,0,1,0,0
1392,Mohamed Ismail,1,0,0,1,0,0,0,1,0,0,1,0,0
1393,Israel Machado Campelo Andrade,1,0,1,0,0,0,0,0,1,0,0,1,0
1394,Israel Machado Campelo Andrade,1,0,0,1,0,0,0,0,1,0,0,1,0
1395,Israel Machado Campelo Andrade,1,0,0,0,1,0,0,0,1,0,0,1,0
1396,Vicente Ithier Morales,1,0,0,1,0,0,0,1,0,0,1,0,0
1397,Takashi Itoyama,1,1,0,0,0,0,0,1,0,0,1,0,0
1398,Takashi Itoyama,1,0,1,0,0,0,0,1,0,0,1,0,0
1399,Iker Iturbe Martnez de Lecea,1,0,0,1,0,0,0,0,1,0,0,1,0
1400,Luca Ivankovi,0,0,1,0,0,0,0,1,0,0,1,0,0
1401,aziye vegin ner,0,0,0,1,0,0,0,1,0,1,0,0,0
1402,aziye vegin ner,0,0,0,0,1,0,0,1,0,1,0,0,0
1403,Allen Ezail Iverson,1,0,0,1,0,0,0,1,0,0,1,0,1
1404,Jelena Ivezi,0,0,0,1,0,0,0,1,0,0,1,0,0
1405,Tatyana Mikhaylovna Ivinskaya (-Beloshapko),0,0,1,0,0,0,0,1,0,0,1,0,3
1406,Nguveren Iyorhe,0,0,1,0,0,0,0,1,0,1,0,0,0
1407,Iziane Castro Marques,0,0,1,0,0,0,0,1,0,1,0,0,0
1408,Iziane Castro Marques,0,0,0,0,1,0,0,1,0,1,0,0,0
1409,Michael Jackel,1,0,0,0,1,0,0,1,0,0,1,0,0
1410,Lauren Elizabeth Jackson,0,1,0,0,0,0,0,1,0,0,1,0,2
1411,Lauren Elizabeth Jackson,0,0,1,0,0,0,0,1,0,0,1,0,2
1412,Lauren Elizabeth Jackson,0,0,0,1,0,0,0,1,0,0,1,0,2
1413,Lauren Elizabeth Jackson,0,0,0,0,1,0,0,1,0,0,1,0,1
1414,"Lucious Brown ""Luke"" Jackson, Jr.",1,0,1,0,0,0,0,0,1,0,0,1,3
1415,Tammy Eloise Jackson,0,0,0,1,0,0,0,1,0,0,1,0,1
1416,Lenke Jacs-Kiss,0,0,0,1,0,0,0,1,0,1,0,0,0
1417,Jan-Hendrik Jagla,1,0,0,1,0,0,0,0,1,0,0,1,0
1418,"Kenneth Robert ""Ken"" James",1,0,0,1,0,0,0,1,0,0,1,0,0
1419,LeBron Raymone James,1,1,0,0,0,0,0,0,1,0,0,1,1
1420,LeBron Raymone James,1,0,1,0,0,0,0,0,1,0,0,1,3
1421,LeBron Raymone James,1,0,0,1,0,0,0,0,1,0,0,1,3
1422,Janeth dos Santos Arcain,0,0,1,0,0,0,0,1,0,1,0,0,0
1423,Janeth dos Santos Arcain,0,0,0,1,0,0,0,1,0,1,0,0,2
1424,Janeth dos Santos Arcain,0,0,0,0,1,0,0,1,0,1,0,0,1
1425,Janeth dos Santos Arcain,0,0,0,0,1,0,0,1,0,1,0,0,0
1426,Jang Seon-Hyeong,0,0,1,0,0,0,0,1,0,1,0,0,0
1427,"Jolcio ""Janjo"" Joerke",1,0,1,0,0,0,0,0,1,0,0,1,0
1428,Paulius Janknas,1,0,0,1,0,0,0,0,1,0,0,1,0
1429,Paulius Janknas,1,0,0,0,1,0,0,0,1,0,0,1,0
1430,Anna Janotinov-Kotoov,0,1,0,0,0,0,0,1,0,0,1,0,0
1431,Anna Janotinov-Kotoov,0,0,1,0,0,0,0,1,0,0,1,0,0
1432,Anna Janotinov-Kotoov,0,0,0,0,1,0,0,1,0,0,1,0,0
1433,Liene Jansone,0,0,0,1,0,0,0,1,0,0,1,0,0
1434,Rachel Jarry,0,1,0,0,0,0,0,1,0,0,1,0,1
1435,Rachel Jarry,0,0,1,0,0,0,0,1,0,0,1,0,0
1436,Simas Jasaitis,1,0,0,1,0,0,0,0,1,0,1,0,0
1437,Simas Jasaitis,1,0,0,1,0,0,0,0,1,0,1,0,0
1438,Hernn Emilio Jasen Cicarelli,1,0,0,0,1,0,0,1,0,0,1,0,0
1439,arnas Jasikeviius,1,0,1,0,0,0,0,1,0,0,1,0,1
1440,arnas Jasikeviius,1,0,0,1,0,0,0,1,0,0,1,0,0
1441,arnas Jasikeviius,1,0,0,0,1,0,0,1,0,0,1,0,0
1442,arnas Jasikeviius,1,0,0,0,0,1,0,1,0,0,1,0,0
1443,Jatyr Eduardo Schall,1,0,1,0,0,0,0,1,0,0,1,0,1
1444,Jatyr Eduardo Schall,1,0,1,0,0,0,0,1,0,0,1,0,1
1445,Robertas Javtokas,1,0,1,0,0,0,0,0,1,0,0,1,0
1446,Robertas Javtokas,1,0,0,1,0,0,0,0,1,0,0,1,0
1447,Robertas Javtokas,1,0,0,0,0,1,0,0,1,0,0,1,0
1448,Robert Jaworski,1,0,1,0,0,0,0,1,0,0,1,0,0
1449,"Robert Eugene ""Bob"" Jeangerard",1,0,1,0,0,0,0,1,0,0,1,0,3
1450,Richard Allen Jefferson,1,0,1,0,0,0,0,0,1,0,0,1,1
1451,Anete Jkabsone-ogota,0,0,1,0,0,0,0,1,0,1,0,0,0
1452,Ana Jelavi (Rado-),0,0,0,0,1,0,0,1,0,1,0,0,0
1453,Vinko Jelovac,1,0,1,0,0,0,0,0,1,0,1,0,0
1454,Vinko Jelovac,1,0,0,1,0,0,0,0,1,0,1,0,2
1455,Tonny Kaj Jensen,1,0,1,0,0,0,0,1,0,0,1,0,0
1456,Jeon Ju-Won,0,0,1,0,0,0,0,1,0,1,0,0,0
1457,Jeon Ju-Won,0,0,0,1,0,0,0,1,0,1,0,0,0
1458,Jeong Eun-Sun,0,0,1,0,0,0,0,1,0,0,1,0,0
1459,Jeong Eun-Sun,0,0,0,1,0,0,0,1,0,0,1,0,0
1460,Jeong Gyeong-Ho,1,0,0,1,0,0,0,0,1,0,1,0,0
1461,Jeong Jae-Geun,1,0,0,1,0,0,0,1,0,0,1,0,0
1462,Jeong Jin-Bong,1,0,1,0,0,0,0,1,0,0,1,0,0
1463,Jeong Mi-Gyeong,0,0,1,0,0,0,0,1,0,1,0,0,0
1464,Jeong Mi-Ran,0,1,0,0,0,0,0,1,0,1,0,0,0
1465,Jeong Myeong-Hui,0,1,0,0,0,0,0,1,0,1,0,0,2
1466,Jeong Seon-Min,0,0,1,0,0,0,0,1,0,0,1,0,0
1467,Jeong Seon-Min,0,0,1,0,0,0,0,1,0,0,1,0,0
1468,Jeong Seon-Min,0,0,0,0,1,0,0,1,0,0,1,0,0
1469,Martina Ruth Jerant,0,0,1,0,0,0,0,1,0,0,1,0,0
1470,eljko Jerkov,1,0,1,0,0,0,0,0,1,0,1,0,2
1471,eljko Jerkov,1,0,0,1,0,0,0,0,1,0,1,0,3
1472,Vladimir Ricardino Carval Jeronimo,1,0,0,1,0,0,0,1,0,0,1,0,0
1473,Gianluigi Jessi,1,0,1,0,0,0,0,1,0,0,1,0,0
1474,Nikola Jestratijevi,1,0,1,0,0,0,0,0,1,0,0,1,0
1475,Ji Yanyan,0,0,0,1,0,0,0,1,0,1,0,0,0
1476,Ji Zhaoguang,1,0,0,1,0,0,0,1,0,0,1,0,0
1477,Andrs Jimnez Fernndez,1,0,1,0,0,0,0,0,1,0,1,0,2
1478,Andrs Jimnez Fernndez,1,0,0,1,0,0,0,0,1,0,1,0,0
1479,Andrs Jimnez Fernndez,1,0,0,1,0,0,0,0,1,0,1,0,0
1480,Carlos Jimnez Snchez,1,0,1,0,0,0,0,0,1,0,1,0,0
1481,Carlos Jimnez Snchez,1,0,0,1,0,0,0,0,1,0,1,0,0
1482,Carlos Jimnez Snchez,1,0,0,0,1,0,0,0,1,0,1,0,2
1483,Jin Mi-Jeong,0,0,0,1,0,0,0,1,0,1,0,0,0
1484,Jo Hye-Jin,0,0,0,1,0,0,0,1,0,1,0,0,0
1485,Jo Mun-Ju,0,0,1,0,0,0,0,1,0,1,0,0,0
1486,Rafael Jofresa Prats,1,0,1,0,0,0,0,1,0,0,1,0,0
1487,Toms Jofresa Prats,1,0,1,0,0,0,0,1,0,0,1,0,0
1488,Marine Johanns,0,0,1,0,0,0,0,1,0,1,0,0,0
1489,"Angela ""Angie"" Johnson (-Straub)",0,0,1,0,0,0,0,1,0,1,0,0,0
1490,Francis Lee Johnson,1,0,1,0,0,0,0,1,0,0,1,0,3
1491,Kyle Johnson,1,0,1,0,0,0,0,1,0,0,1,0,0
1492,"Earvin ""Magic"" Johnson, Jr.",1,0,0,0,1,0,0,0,1,0,1,0,3
1493,"Nicole Anne ""Nikki"" Johnson",0,0,1,0,0,0,0,1,0,1,0,0,0
1494,Shannon Regina Johnson,0,0,0,1,0,0,0,1,0,0,1,0,3
1495,Cynthia Mary Johnston,0,0,0,1,0,0,0,1,0,1,0,0,0
1496,Nikola Joki,1,0,1,0,0,0,0,0,1,0,0,1,2
1497,Asjha Takera Jones,0,0,0,0,1,0,0,1,0,0,1,0,3
1498,"Robert Clyde ""Bobby"" Jones",1,1,0,0,0,0,0,0,1,0,1,0,2
1499,Carolyn Jones (-Young),0,0,1,0,0,0,0,1,0,1,0,0,1
1500,Dwight Elmo Jones,1,1,0,0,0,0,0,0,1,0,1,0,2
1501,K. C. Jones,1,0,1,0,0,0,0,1,0,0,1,0,3
1502,"Phillip Charles George ""Phil"" Jones",1,0,0,1,0,0,0,1,0,0,1,0,0
1503,"Phillip Charles George ""Phil"" Jones",1,0,0,1,0,0,0,1,0,0,1,0,0
1504,"Wallace Clayton ""Wally"" Jones",1,0,1,0,0,0,0,1,0,0,0,1,3
1505,"Hyland DeAndre Jordan, Jr.",1,0,0,1,0,0,0,0,1,0,0,1,3
1506,Michael Jeffrey Jordan,1,0,1,0,0,0,0,1,0,0,1,0,3
1507,Michael Jeffrey Jordan,1,0,0,1,0,0,0,1,0,0,1,0,3
1508,Felizarda  da Conceio Jorge,0,0,0,1,0,0,0,1,0,0,1,0,0
1509,Aristides Josuel dos Santos,1,0,1,0,0,0,0,0,1,0,0,1,0
1510,Aristides Josuel dos Santos,1,0,0,1,0,0,0,0,1,0,0,1,0
1511,Sergjus Jovaia,1,0,1,0,0,0,0,1,0,0,1,0,1
1512,Sergjus Jovaia,1,0,0,0,0,1,0,1,0,0,1,0,1
1513,Nevena Jovanovi,0,0,0,1,0,0,0,1,0,1,0,0,1
1514,Stefan Jovi,1,0,1,0,0,0,0,1,0,0,1,0,2
1515,Kevin Francis Joyce,1,0,1,0,0,0,0,1,0,0,1,0,2
1516,Zoltn Judik,1,0,0,1,0,0,0,1,0,1,0,0,0
1517,Cyril Julian,1,0,0,1,0,0,0,0,1,0,0,1,2
1518,Edward Jurkiewicz,1,1,0,0,0,0,0,1,0,0,1,0,0
1519,Adas Jukeviius,1,0,0,1,0,0,0,1,0,0,1,0,0
1520,Vladimir Kadlec,1,0,0,1,0,0,0,1,0,0,1,0,0
1521,Kazuko Kadoya,0,0,1,0,0,0,0,1,0,1,0,0,0
1522,Charles Lombahe-Kahudi,1,0,0,1,0,0,0,1,0,0,0,1,0
1523,Nobuo Kaiho,1,0,1,0,0,0,0,1,0,1,0,0,0
1524,"Eleftherios ""Lefteris"" Kakiousis",1,0,0,1,0,0,0,1,0,0,1,0,0
1525,Mikhalis Kakiouzis,1,0,0,1,0,0,0,0,1,0,0,1,0
1526,Risto Antero Kala,1,0,1,0,0,0,0,1,0,0,1,0,0
